p_0,p_1,p_2,p_3,p_4,p_5
0.0,-0.5098218581752856,-1.6721701614923383,-0.8315183064598287,0.844444832287107,2.0628383523752167
0.0,-1.7201843847938723,0.3165663062314125,2.1565244487567132,-0.5236704240705038,-1.0170442308210614
0.0,-1.3618997323307547,-0.3028778320807424,0.9320685045574806,0.42498562164808434,-1.0071139727223768
0.0,-1.213771967066368,-1.6800352189244894,0.5093661046019806,2.0417673997192383,2.0925952824558207
0.0,-0.2798365683227456,-1.0872030677777051,-1.030412856331738,0.29637943194969124,0.23780840032062175
0.0,-1.001474323167031,0.4873439769415984,-0.011247414321527625,-0.4761000211681108,-0.868731569508393
0.0,-1.3971590210794953,-1.003319756986043,1.0398859419865887,1.410918272790486,0.038900202530722086
0.0,-0.08881641334202943,-0.3912640210978778,-1.106057324217184,0.028561599205518286,-0.935671707192167
0.0,1.5432037643799439,0.6024648449497748,1.5607429964590698,0.9077746568297186,-0.7319153258902824
0.0,0.9930388502929968,-0.9926170416491464,-0.0010383590893674219,-1.0116998875331717,0.01465448744406087
0.0,-1.4602408659723032,0.5806566985090817,1.2396884095271576,-0.8291517658349528,-0.7601111034875979
0.0,-1.009172786628395,0.5792978752846031,0.005877426999574982,-0.572009798108767,-0.7618326926244556
0.0,0.915127416573536,0.037623496204452905,-0.1677185961070567,0.016967015913023655,-1.1188829133760199
0.0,1.1021483485853363,-1.3062363190441435,0.25510850773077115,-1.4695532026158888,0.8314541247145769
0.0,-1.6906483591561596,-0.2882360043786776,2.0447710706546336,0.504557876597694,-1.0172604476495255
0.0,0.16515520428651315,1.0091535983806934,-1.0807822807449101,0.16614306840365126,-0.011054441083498616
0.0,-0.28302425618298904,0.5577885189581616,-1.028461152422645,-0.15528229400372498,-0.788533860635906
0.0,0.4343573131065118,-0.42887013121078327,-0.897159363403894,-0.20020551761956226,-0.8999715371828687
0.0,0.5762426135048522,-0.011253222181700098,-0.7354288479174028,-0.019545847199082082,-1.1187931593441482
0.0,1.2699339719445568,-1.6693183697636804,0.70073876302391,-2.1550100193136963,2.052082992919378
0.0,-0.9411904836167357,0.5522104097592154,-0.140782157276023,-0.508216991653901,-0.7952892627199414
0.0,0.05122941879221725,0.9442584281223958,-1.1098866227024464,0.048940022761024625,-0.15090858335336144
0.0,0.991253279299432,1.0129252253441592,-0.005009692935526859,0.9925787580672084,-0.002636412118909239
0.0,-0.306507480723453,-0.8735173606610122,-1.0133857995351945,0.26162128634894183,-0.23784798023154835
0.0,1.2866964315478557,-1.0797727234511068,0.748703772727602,-1.4203010284812383,0.21955336959318078
0.0,-0.35247219589342355,-0.26267427043471514,-0.9803235375033591,0.09097081228347186,-1.0338239236785256
0.0,-0.5837872233592761,1.3562487406752568,-0.7425173178107257,-0.7802006468758385,0.8970205624463643
0.0,-1.4956516751675863,0.23362225265050995,1.3557306827561875,-0.3320856326299495,-1.0655222959461732
0.0,-1.5336955931601248,-1.4083985646992974,1.4835135604914875,2.1689827570306517,1.1450727807673373
0.0,-0.9054854182253137,-1.1404876054216788,-0.21368685580235056,1.0337701873621923,0.37234008521517986
0.0,-0.920160853450224,-1.083931958246763,-0.18406535410120164,0.9990166060739446,0.22975663938196428
0.0,-1.1830966588614305,-1.5819635557158744,0.42793766456581067,1.8742949203859143,1.7314495787199262
0.0,-1.0083128690071743,-0.8257957386656881,0.003958035545115849,0.8370878218625104,-0.33011165345653115
0.0,0.994170494677943,0.40772336101315476,0.0014822360757546361,0.38945035335089245,-0.9460022320065521
0.0,1.2763626481896928,0.09871644182367537,0.7190601492546392,0.1039348226294597,-1.1114753107066004
0.0,1.419577139869882,0.951997738028717,1.1510784748120724,1.3337921596382663,-0.13472488167456212
0.0,-1.6271669582241757,-0.11718812509601569,1.8111563591850148,0.20795320380787213,-1.1002423602590217
0.0,1.2739749259214086,0.1487461830835372,0.7122445231612808,0.16784023143098745,-1.0991865245222108
0.0,0.26964306010875894,0.18240228571093559,-1.0286760032757598,0.0417213658685725,-1.0877670710324139
0.0,-0.4440441699205681,-0.06293062102323996,-0.9004314864218209,0.028869684223966862,-1.1128820233806984
0.0,0.6980463845219501,1.070456093975301,-0.5608231854124928,0.7400446845881179,0.12971627696211765
0.0,0.9337920283636643,-0.7635517380711796,-0.12901974780867537,-0.7364747597131874,-0.4427913056588404
0.0,-0.2790725492138194,1.6930841366694072,-1.0308772750865407,-0.4627823690422271,2.0361064436540914
0.0,-1.4700901062317437,1.320529030165346,1.2716843120739771,-1.9183585243747296,0.7911211860235561
0.0,0.470615005001277,-1.4203774528250297,-0.8600950784336845,-0.6896870989529938,1.1833760721656856
0.0,-1.2014983601813203,-0.7256522334092712,0.4765339795864174,0.8796855339228155,-0.5071522432685859
0.0,-1.536659616275744,0.48713918422897445,1.4936045472153647,-0.7292889349519253,-0.8689485217414883
0.0,-1.7033948628109064,1.6240919373292948,2.0927608091664136,-2.738864485290422,1.7821101324363409
0.0,-0.9507162574153577,0.5705565915059418,-0.12085208929679299,-0.5306821134656301,-0.7728088230062167
0.0,1.6844778889888363,-0.473659486625675,2.0705596321972974,-0.8300358552453513,-0.8533215167535316
0.0,1.415267068102587,1.0390315166106106,1.137410117303682,1.4535769314679898,0.056504198277883576
0.0,1.1484360793073995,-0.04059735239547422,0.37178394867878783,-0.0679238593882593,-1.1161701471157142
0.0,0.6926279182301507,0.5672986470519101,-0.5692927943810132,0.38228869015158407,-0.7768559560597601
0.0,-0.14274099261934256,-0.01614684867958443,-1.0929353482498396,-0.000705361560738541,-1.1184896526086963
0.0,1.1354508932754592,-0.4306381889605607,0.33857121869863616,-0.5129422389247146,-0.8982151674230175
0.0,0.16577148635422775,1.029382850993268,-1.08054623475112,0.17024449917682494,0.03446858991570444
0.0,-0.24829236186383566,0.4465482281370086,-1.0485062154554758,-0.1094681181368358,-0.9100960850063651
0.0,-1.2982862767535526,1.1450334739508699,0.7445522628635353,-1.4668746093441294,0.31231287616739584
0.0,-0.24901370110354873,0.8037886228509161,-1.0481172228033913,-0.1964714109831284,-0.4213432057729759
0.0,-0.05486645969199534,-1.6756863925882386,-1.110996584628904,0.07693917496977541,2.0761246670495033
0.0,0.7263126897582924,1.2839482620464557,-0.5155798388310237,0.9264912513989544,0.6856293043998839
0.0,-0.6921840216518292,0.441407133257841,-0.5900735790515935,-0.29807810559193576,-0.9150445187329761
0.0,-0.3874314591243496,1.4097488706620338,-0.9520271717154831,-0.536850940977215,1.0609767871677818
0.0,0.39245061441476387,0.3779384366175359,-0.9363507581387085,0.140483785763976,-0.9712607217501247
0.0,-1.4032437959742157,0.6908081865600045,1.0587723757170695,-0.9507916824389242,-0.6068041607464427
0.0,-0.11442816991044602,0.8897592843265445,-1.1006324568999155,-0.09938687089702082,-0.26107539986887646
0.0,-0.5089205514024849,-0.5028225775306618,-0.8325276900738731,0.2550241237047726,-0.8205329684791809
0.0,-0.8674304296250234,-1.5949860102953728,-0.28826409256900243,1.381365182559072,1.7781646768243125
0.0,-0.652065212992854,0.24994458707996683,-0.6495449074158945,-0.157233498200717,-1.057199567589283
0.0,-0.778300931430797,-0.2513231779997736,-0.4503101125857634,0.2001053093222844,-1.0407102147376162
0.0,-1.5180438618937462,0.3302454844153447,1.4305518541174191,-0.4831585184574118,-1.0075698099714605
0.0,-1.0542758213460879,1.370597175421418,0.108858773066114,-1.4272005563273318,0.940363924909679
0.0,-0.8941198504504309,1.6914517558066566,-0.23629800597335845,-1.494773667249251,2.0299737239396394
0.0,-0.09346505177374843,-0.7789115882437344,-1.1051812042858928,0.06417622490985822,-0.41579156887860635
0.0,1.1884726935810417,-0.9908830113780264,0.4765510634564062,-1.2064931420101248,0.010750388517820522
0.0,-0.09537563227419436,-1.6382386892150784,-1.104807165912536,0.1421055379724458,1.9360482413433424
0.0,-0.692154983098838,-0.9606800851669278,-0.5901179215690986,0.6639379700736956,-0.05617062338972801
0.0,-1.5929108323581151,0.6300347877669744,1.688820408178086,-0.9827707885403556,-0.6947463715777386
0.0,-1.3999752562531738,1.2538575594722157,1.0486169582666303,-1.733717701789647,0.6010990257506517
0.0,-0.9318690474812982,-1.5536063712435673,-0.16008907244205156,1.446801717619553,1.6310380034573992
0.0,-1.5726221660377955,0.06058784643654937,1.6175975450751952,-0.07782018540627886,-1.1170785012587063
0.0,-1.6937347360014596,-0.833494401188816,2.0563578738708745,1.4261104169118581,-0.315572149366136
0.0,-1.0703025949913192,0.6440140261160948,0.14654281042119224,-0.6754831190417832,-0.6752498783679014
