x_0,x_1
-43.4375420359778,-146.7760885149713
-147.89723937043271,26.33693579381969
-116.97567204428935,-27.583656458559958
-104.19158365254502,-147.46071611673713
-23.58878330375724,-95.85661056625666
-85.8693478439913,41.20257512857228
-120.01870630048973,-88.55484190265918
-7.102889916251343,-35.2773859879418
133.7477478549253,51.223471283183756
86.26605609261162,-87.62320543379766
-125.46295154097234,49.32514325119547
-86.53375965898783,49.20686212058405
79.54195103628169,2.055873804631517
95.68269360184908,-114.92274082851296
-145.34814830827162,-26.309133103631083
14.81599614108248,86.62440107021575
-23.86389501760715,47.33454279369627
38.04934168069994,-38.55087524093757
50.29467744570036,-2.198685145454249
110.16334303350499,-146.52784934459402
-80.6665829738863,46.848986577965235
4.983691513665377,80.97548812032343
86.11195333293841,86.9527088982295
-25.89060228422011,-77.25596658406381
111.61001823885312,-95.20982332274352
-29.85756270237968,-24.08406751981302
-49.82108373561839,116.83790134070432
-128.51906268912674,19.116926407530826
-131.8024228985838,-123.81563116495042
-77.58507620044487,-100.4948558089769
-78.85163187127209,-95.57187114857263
-101.54416741132934,-138.92389764301123
-86.45954492375785,-73.10195500806701
86.36372206238678,34.27186015230515
110.71816653477794,7.373815498626328
123.07821744994862,81.64916981002449
-139.86941959527348,-11.419972993786047
110.51209542799927,11.728741329897417
23.833765242717476,14.65839531212896
-37.760633460789265,-6.6970341962512805
60.8068874446231,91.96058340623202
81.15279047949281,-67.68381773202732
-23.52284503888123,146.15832415244927
-126.31298500933309,113.72861702165994
41.178542592061774,-124.85835431352108
-103.13231650553908,-64.38478944029117
-132.0582313450126,41.184748590760904
-146.44822856072886,140.1527781812669
-81.48869984052497,48.44596187270082
145.9403364168524,-42.44964257313609
122.7062389869676,89.22517642118606
99.6775317062918,-4.752995990285115
60.33924957876849,48.16236843203092
-11.756822193825087,-2.6246593741342394
98.55685209758187,-38.70477890247544
14.869184038799347,88.38529154318906
-20.866377258554508,37.651438228776016
-111.48554642501915,98.45230113863391
-20.928632059904317,68.74804963902204
-4.172857132843063,-147.0821649655513
63.24639595948156,110.54438044563545
-59.176212048536016,37.20392268449186
-32.87470341503895,121.49491319382577
34.43260622718597,31.679179611360553
-120.54384957770809,58.913471085518495
-9.313299013114943,76.23151537287441
-43.35975523192391,-44.98819453650047
-74.30076054804435,-140.0574598483451
-55.71377949814685,20.537732393000027
-66.60848637383351,-23.095991938903865
-130.45160851455475,27.527663647364676
-90.42635320171595,118.0868857955669
-76.60417688830628,146.01623072148908
-7.504088196035582,-69.02084260156384
103.13287051375215,-87.4722637533144
-7.668979835044979,-143.822464502691
-59.173705891587346,-84.84319751742295
-136.91296278078775,53.62334490071166
-120.26175998679888,107.92508291137483
-79.86210136113303,-136.4554972065763
-135.16196017080014,4.054845606317571
-145.61451642859075,-73.77209847561092
-91.809535419779,54.84019201314959
-50.82346480349065,141.86914138178076
14.069875512273,-23.96359763426173
-118.08289229822627,-51.26429821880353
10.778219700065847,100.92812743129804
-56.383695066963725,-98.66844883111422
78.35433063584966,111.85112641724726
-60.50487811419495,-6.8138891054098565
-98.1000474824304,-112.45712339018891
20.647278044955158,-73.42629832971605
-25.05225236089197,-58.27160198131985
30.84991590427768,136.850175414788
-138.50797746929052,-115.23507652716084
-133.72600170099736,30.559525067167783
19.07842665834221,-89.2457161762084
21.360814299416973,-62.36317496602008
144.1978575296024,-79.62495493134645
-5.5197306238535475,37.721275966990845
35.806168505828,-8.749491554188808
2.7633225051892225,-57.11360672794534
-8.164743870635903,99.49300455885856
58.90688131901328,63.95341564145872
-35.94048040946464,-34.311452227471335
111.6345074040284,-122.4284723985579
-6.020453202264491,41.94970822777336
84.82491296344875,-84.73377979285146
-85.09383603975233,-66.32334455294256
36.2102179062031,19.97891928366542
-29.634161030409402,-52.71819857651704
-84.95701024743482,139.33891793447577
13.453642995490867,32.145728524529204
97.17882983303622,101.59376987735851
-143.49032090665514,71.15076614694203
-30.901759923174325,-130.13143307524044
133.13912987149303,35.88114788300007
-26.49232467439579,-123.45503066327377
115.76297783129007,-123.29502871698367
-106.45215554074593,70.04337145156273
108.18520812772016,-30.171251518305937
124.47992998881051,-6.301385798704587
51.49653612901963,58.288269956925205
25.872396431642585,-109.48908751683638
141.12306635354264,-56.21635917609218
-85.16387873802329,75.60258257819916
-125.8548367875093,16.748350222505024
7.546687456116047,-64.27309937968666
5.243618155376197,42.746877201843205
92.06426145546902,79.73975523637242
